Tempo (ms);Valor
420232;15274
420240;15200
420248;15055
420257;14931
420265;14852
420273;14784
420281;14733
420289;14708
420297;14681
420306;14597
420314;14476
420322;14199
420330;14106
420338;14063
420347;14034
420355;14017
420363;14024
420371;14070
420379;14147
420388;14259
420396;14308
420404;14269
420412;14237
420420;14259
420429;14225
420437;14204
420445;14221
420453;14181
420461;14084
420470;14324
420478;13764
420486;10741
420494;7683
420502;7497
420510;13294
420519;17285
420530;16341
420538;15633
420546;14888
420554;14580
420563;14324
420571;14088
420579;13949
420587;13855
420595;13736
420604;13678
420612;13606
420620;13506
420628;13397
420636;13312
420645;13199
420653;13022
420661;12843
420670;12607
420678;12311
420687;12048
420695;11843
420703;11764
420711;11823
420719;11922
420728;12119
420736;12316
420744;12671
420752;13100
420760;13497
420769;13856
420777;14107
420785;14269
420793;14395
420801;14478
420809;14533
420818;14533
420826;14505
420837;14489
420845;14480
420854;14372
420862;14320
420870;14251
420878;14201
420886;14190
420894;14149
420903;14083
420911;14052
420919;14044
420927;14074
420935;14084
420944;14034
420952;13922
420960;13809
420968;13721
420976;13643
420985;13586
420993;13593
421001;13621
421009;13703
421017;13777
421026;13837
421034;13853
421042;13816
421050;13778
421058;13771
421066;13760
421075;13742
421083;13677
421091;13633
421099;14224
421107;13134
421116;9528
421124;5654
421135;8153
421143;14944
421151;15687
421160;15150
421168;14744
421176;14558
421184;14309
421192;14224
421201;14178
421209;14165
421217;14122
421225;14095
421233;14036
421242;13981
421250;13885
421258;13793
421266;13617
421274;13419
421283;13200
421291;12951
421299;12669
421307;12399
421315;12184
421324;12037
421332;12006
421340;12052
421348;12133
421356;12264
421364;12502
421373;12829
421381;13201
421389;13539
421397;13791
421405;14010
421414;14131
421422;14172
421430;14182
421441;14229
421449;14230
421458;14165
421466;14123
421474;14108
421482;14085
421490;14051
421499;13963
421507;13950
421515;13981
421523;13976
421531;13964
421540;13992
421548;13996
421556;14018
421564;14002
421572;13843
421581;13670
421589;13528
421597;13514
421605;13490
421613;13509
421622;13546
421630;13582
421638;13696
421646;13780
421654;13786
421662;13750
421671;13769
421679;13771
421687;13706
421695;13660
421703;13593
421712;13478
421720;14032
421728;13241
421739;8433
421747;4812
421756;6437
421764;13892
421772;15341
421780;14817
421788;14354
421797;14182
421805;13912
421813;13758
421821;13682
421829;13638
421838;13584
421846;13505
421854;13450
421862;13397
421870;13321
421879;13243
421887;13139
421895;13015
421903;12858
421911;12678
421919;12452
421928;12233
421936;12013
421944;11935
421952;11954
421960;12025
421969;12132
421977;12319
421985;12561
421993;12929
422001;13294
422010;13650
422018;13940
422026;14149
422034;14267
422045;14380
422054;14430
422062;14372
422070;14315
422078;14279
422086;14278
422095;14240
422103;14178
422111;14125
422119;14113
422127;14073
422136;14044
422144;14066
422152;14150
422160;14188
422168;14232
422177;14207
422185;14112
422193;14002
422201;13777
422209;13551
422217;13390
422226;13329
422234;13311
422242;13381
422250;13501
422258;13651
422267;13813
422275;13902
422283;13935
422291;13927
422299;13930
422308;13939
422316;13915
422324;13878
422332;13831
422340;13760
422352;14052
422360;11906
422368;7585
422376;4917
422384;8985
422393;15219
422401;15539
422409;14805
422417;14363
422425;14102
422434;13784
422442;13616
422450;13500
422458;13375
422466;13338
422474;13270
422483;13233
422491;13229
422499;13183
422507;13127
422515;13028
422524;12931
422532;12771
422540;12640
422548;12440
422556;12246
422565;12081
422573;11983
422581;11981
422589;12012
422597;12109
422606;12319
422614;12571
422622;12918
422630;13338
422638;13698
422647;13967
422658;14271
422666;14428
422674;14465
422682;14448
422691;14448
422699;14413
422707;14347
422715;14282
422723;14257
422732;14250
422740;14243
422748;14170
422756;14163
422764;14147
422772;14142
422781;14107
422789;14105
422797;14113
422805;14109
422813;14093
422822;14127
422830;14139
422838;14154
422846;14155
422854;14049
422863;13895
422871;13743
422879;13758
422888;13763
422896;13788
422905;13786
422913;13847
422921;13926
422929;14041
422937;14070
422946;14041
422956;14013
422964;14016
422972;13958
422980;13892
422989;13850
422997;13711
423005;14217
423014;13363
423022;10189
423031;6303
423039;5838
423047;13044
423055;15926
423063;15390
423071;14594
423080;14320
423088;14072
423096;13835
423104;13759
423112;13693
423121;13650
423129;13619
423137;13576
423145;13530
423153;13438
423162;13351
423170;13265
423178;13141
423186;13007
423194;12867
423203;12671
423211;12481
423219;12293
423227;12147
423235;12082
423244;12118
423252;12200
423263;12500
423271;12819
423279;13169
423288;13506
423296;13850
423304;14143
423312;14394
423320;14532
423329;14565
423337;14558
423345;14548
423353;14488
423361;14403
423369;14341
423378;14294
423386;14202
423394;14154
423402;14071
423410;14055
423419;13973
423427;13865
423435;13767
423443;13731
423451;13643
423460;13607
423468;13655
423476;13755
423484;13805
423492;13891
423501;13973
423509;13981
423517;13945
423525;13780
423533;13637
423542;13647
423550;13659
423561;13748
423569;13804
423577;13803
423586;13901
423594;14001
423602;14017
423610;13994
423618;13920
423626;13860
423635;13770
423643;13731
423651;13627
423659;13488
423667;14092
423676;13407
423684;10100
423692;6050
423700;5480
423708;12895
423717;15893
423725;15304
423733;14462
423741;14100
423749;13764
423758;13455
423766;13309
423774;13179
423782;13057
423790;13029
423799;12998
423807;12966
423815;12894
423823;12838
423831;12752
423839;12650
423848;12524
423856;12397
423867;12200
423875;12098
423884;11902
423892;11773
423900;11746
423908;11847
423916;11982
423924;12171
423933;12348
423941;12670
423949;13053
423957;13433
423965;13755
423974;14017
423982;14203
423990;14344
423998;14422
424006;14424
424015;14388
424023;14363
424031;14296
424039;14233
424047;14160
424056;14158
424064;14067
424072;14027
424080;13983
424088;13954
424097;13930
424105;13855
424113;13800
424121;13817
424129;13783
424137;13698
424146;13672
424154;13686
424162;13720
424173;13790
424182;13829
424190;13731
424198;13551
424206;13440
424214;13413
424222;13451
424231;13552
424239;13611
424247;13681
424255;13797
424263;13984
424272;14077
424280;14101
424288;14114
424296;14102
424304;14105
424313;14137
424321;14108
424329;14097
424337;14615
424345;14157
424354;11287
424362;7294
424370;6019
424378;12664
424386;16664
424394;16210
424403;15320
424411;14923
424419;14685
424427;14410
424435;14246
424444;14181
424452;14122
424460;14033
424471;14000
424479;13994
424488;13887
424496;13788
424504;13641
424512;13471
424520;13297
424529;13114
424537;12874
424545;12664
424553;12453
424561;12305
424570;12227
424578;12257
424586;12335
424594;12470
424602;12670
424611;12967
424619;13298
424627;13594
424635;13874
424643;14120
424652;14266
424660;14347
424668;14383
424676;14393
424684;14297
424692;14219
424701;14129
424709;14049
424717;13954
424725;13909
424733;13797
424742;13691
424750;13617
424758;13635
424766;13657
424777;13763
424786;13875
424794;13875
424802;13872
424810;13861
424818;13892
424827;13845
424835;13893
424843;13946
424851;13998
424859;13966
424868;13878
424876;13699
424884;13572
424892;13540
424900;13547
424909;13560
424917;13620
424925;13670
424933;13757
424941;13900
424950;13961
424958;13936
424966;13906
424974;13940
424982;13929
424990;13962
424999;13911
425007;13872
425015;14378
425023;13459
425031;10206
425040;7139
425048;7247
425056;14663
425064;17327
425072;16584
425084;15427
425092;14843
425100;14594
425108;14291
425116;14101
425125;14010
425133;13954
425141;13891
425149;13799
425157;13670
425166;13595
425174;13483
425182;13355
425190;13171
425198;12964
425207;12814
425215;12609
425223;12389
425231;12236
425239;12098
425247;12029
425256;12119
425264;12273
425272;12449
425280;12661
425288;12894
425297;13217
425305;13591
425313;13903
425321;14153
425329;14308
425338;14420
425346;14536
425354;14637
425362;14648
425370;14615
425382;14632
425390;14626
425398;14515
425406;14380
425414;14270
425423;14217
425431;14168
425439;14151
425447;14137
425455;14121
425464;14076
425472;13958
425480;13806
425488;13731
425496;13698
425505;13691
425513;13733
425521;13830
425529;13942
425537;14060
425545;14077
425554;14084
425562;14104
425570;14093
425578;14078
425586;14062
425595;14082
425603;14034
425611;13963
425619;13866
425627;14215
425636;13664
425644;10702
425652;7215
425660;6576
425668;12819
425677;16874
425688;15957
425696;15204
425704;14516
425712;14213
425721;13882
425729;13621
425737;13530
425745;13452
425753;13339
425762;13264
425770;13195
425778;13144
425786;13006
425794;12857
425802;12712
425811;12580
425819;12357
425827;12081
425835;11799
425843;11549
425852;11309
425860;11238
425868;11279
425876;11395
425884;11547
425893;11836
425901;12206
425909;12620
425917;13003
425925;13359
425934;13622
425942;13768
425950;13878
425958;13956
425966;14004
425975;14031
425983;14054
425994;14066
426002;14127
426010;14080
426019;14032
426027;14000
426035;13949
426043;13900
426051;13844
426060;13820
426068;13830
426076;13828
426084;13861
426092;13903
426100;13909
426109;13908
426117;13873
426125;13814
426133;13703
426141;13630
426150;13607
426158;13640
426166;13723
426174;13824
426182;13961
426191;14080
426199;14096
426207;14085
426215;14108
426223;14123
426232;14123
426240;14080
426248;13987
426256;13875
426264;14449
426273;13252
426281;9508
426292;4971
426300;8526
426308;15391
426317;15927
426325;15228
426333;14675
426341;14409
426349;14085
426358;13920
426366;13829
426374;13733
426382;13659
426390;13611
426398;13542
426407;13489
426415;13390
426423;13282
426431;13095
426439;12914
426448;12704
426456;12484
426464;12178
426472;11896
426480;11613
426489;11450
426497;11417
426505;11514
426513;11684
426521;11865
426530;12120
426538;12491
426546;12890
426554;13291
426562;13604
426570;13855
426579;14013
426587;14120
426598;14266
426606;14382
426615;14380
426623;14335
426631;14275
426639;14185
426647;14162
426655;14168
426664;14113
426672;14114
426680;14093
426688;14092
426696;14083
426705;14141
426713;14192
426721;14235
426729;14243
426737;14165
426746;14084
426754;14064
426762;14080
426770;14075
426778;14113
426787;14181
426795;14343
426803;14438
426812;14499
426820;14506
426829;14474
426837;14453
426845;14412
426853;14366
426861;14320
426870;14253
426878;14178
426886;14225
426894;14471
426904;11339
426913;7734
426921;6449
426929;12126
426937;16872
426945;16499
426953;15783
426963;15107
426971;14795
426979;14480
426987;14191
426995;14062
427004;13978
427012;13875
427020;13797
427028;13708
427036;13591
427045;13468
427053;13369
427061;13235
427069;13047
427077;12823
427086;12567
427094;12344
427102;12059
427110;11861
427118;11701
427127;11645
427135;11647
427143;11783
427151;12036
427159;12406
427167;12844
427176;13310
427184;13715
427192;14020
427203;14324
427212;14475
427220;14493
427228;14492
427236;14473
427244;14449
427252;14372
427261;14312
427269;14244
427277;14206
427285;14141
427293;14095
427302;14006
427310;13963
427318;13899
427326;13824
427334;13773
427343;13736
427351;13656
427359;13666
427367;13659
427375;13694
427384;13715
427392;13790
427400;13837
427408;13830
427416;13764
427425;13642
427433;13476
427441;13441
427449;13424
427457;13522
427465;13542
427474;13505
427482;13554
427490;13721
427498;13863
427510;13972
427518;14013
427526;13977
427534;13936
427542;13861
427550;13798
427559;13701
427567;14073
427575;13511
427583;10871
427591;6646
427600;5135
427608;10378
427616;15496
427624;15584
427632;14901
427641;14598
427649;14354
427657;14132
427665;14014
427673;13909
427682;13829
427690;13788
427698;13732
427706;13700
427714;13602
427722;13553
427731;13449
427739;13386
427747;13235
427755;13083
427763;12860
427772;12649
427780;12406
427788;12214
427796;12053
427804;12005
427816;12089
427824;12251
427832;12408
427840;12686
427848;13088
427857;13483
427865;13820
427873;14037
427881;14234
427889;14373
427898;14410
427906;14438
427914;14459
427922;14445
427930;14402
427939;14317
427947;14246
427955;14182
427963;14132
427971;14103
427980;14059
427988;14042
427996;14028
428004;13982
428012;13935
428020;13903
428029;13869
428037;13857
428045;13862
428053;13868
428061;13805
428070;13742
428078;13623
428086;13535
428094;13466
428102;13425
428114;13480
428122;13590
428130;13623
428138;13681
428146;13756
428155;13816
428163;13842
428171;13862
428179;13869
428187;13895
428196;13925
428204;13899
428212;13874
428220;13874
428228;14578
428237;13409
428245;9674
428253;6202
428261;6704
428269;14025
428278;16149
428286;15718
428294;14993
428302;14676
428310;14481
428318;14182
428327;14026
428335;13934
428343;13879
428351;13821
428359;13786
428368;13701
428376;13632
428384;13522
428392;13433
428400;13321
428409;13163
428420;12966
428428;12736
428436;12395
428444;12094
428453;11958
428461;11915
428469;11937
428477;11999
428485;12172
428494;12424
428502;12775
428510;13181
428518;13524
428526;13795
