Tempo (ms);Valor
120072;15543
120080;15433
120088;15228
120097;15041
120105;14973
120113;14823
120121;14780
120129;14701
120137;14670
120146;14632
120154;14591
120162;14486
120170;14552
120178;14487
120187;14524
120195;14385
120203;14246
120211;13982
120219;14026
120228;13883
120237;13954
120245;13919
120253;14068
120261;14037
120270;14186
120278;14062
120286;14169
120294;14107
120302;14226
120311;14124
120319;14175
120327;14033
120335;14080
120343;14601
120351;13476
120360;9358
120371;5074
120379;8150
120387;15239
120396;16111
120404;15677
120412;15037
120420;14859
120428;14430
120436;14396
120445;14241
120453;14309
120461;14180
120469;14224
120477;14067
120486;14074
120494;13868
120502;13851
120510;13668
120518;13654
120527;13409
120535;13334
120543;13006
120551;12836
120559;12514
120568;12486
120576;12305
120584;12417
120592;12375
120600;12632
120609;12804
120617;13278
120625;13609
120633;14042
120641;14265
120649;14548
120658;14566
120666;14661
120677;14644
120685;14779
120694;14662
120702;14678
120710;14530
120718;14549
120726;14383
120734;14480
120743;14331
120751;14360
120759;14276
120767;14348
120775;14260
120784;14366
120792;14268
120800;14350
120808;14252
120816;14362
120825;14219
120833;14272
120841;14180
120849;14293
120857;14159
120866;14097
120874;13862
120882;13787
120890;13730
120898;13767
120906;13744
120915;13731
120923;13739
120931;13872
120939;14007
120947;14066
120956;14051
120964;14090
120975;14137
120983;14259
120991;14108
121000;14154
121008;14377
121016;14584
121024;12037
121032;7558
121041;5084
121049;8846
121057;15319
121065;15926
121073;15231
121082;14732
121090;14405
121098;14128
121106;13931
121114;13886
121123;13835
121131;13819
121139;13787
121147;13724
121155;13682
121164;13622
121172;13575
121180;13444
121188;13396
121196;13193
121204;13023
121213;12735
121221;12570
121229;12260
121237;12130
121245;12059
121254;12204
121262;12310
121270;12555
121281;12979
121289;13468
121298;13917
121306;14306
121314;14622
121322;14779
121330;14888
121339;14974
121347;14998
121355;15061
121363;15082
121371;15103
121380;15070
121388;15092
121396;15028
121404;14957
121412;14907
121421;15002
121429;14930
121437;14934
121445;14865
121453;14946
121462;14942
121470;15037
121478;15037
121486;15191
121494;15183
121502;15257
121511;15164
121519;15157
121527;15004
121535;15080
121543;14976
121552;15103
121560;15141
121568;15351
121576;15378
121587;15640
121596;15686
121604;15658
121612;15553
121620;15535
121628;15343
121637;15341
121645;15195
121653;15284
121661;15657
121669;13936
121678;9640
121686;6781
121694;9285
121702;16924
121710;17455
121719;16911
121727;16153
121735;15821
121743;15511
121751;15238
121759;14969
121768;14793
121776;14457
121784;14245
121792;13828
121800;13578
121809;13212
121817;13043
121825;12899
121833;12906
121841;12784
121850;12765
121858;12589
121866;12418
121874;12111
121885;11890
121894;11715
121902;11726
121910;11733
121918;11978
121926;12099
121935;12449
121943;12768
121951;13149
121959;13328
121967;13512
121976;13550
121984;13654
121992;13655
122000;13708
122008;13697
122017;13777
122025;13723
122033;13795
122041;13704
122049;13741
122057;13723
122066;13797
122074;13818
122082;13870
122090;13925
122098;14082
122107;14171
122115;14287
122123;14271
122131;14296
122139;14151
122148;14092
122156;13982
122164;13961
122172;13931
122180;13987
122192;14063
122200;14337
122208;14186
122216;14269
122224;14100
122233;14213
122241;14073
122249;14227
122257;14055
122265;14111
122274;13968
122282;14277
122290;14322
122298;12073
122306;8109
122314;6713
122323;10553
122331;16934
122339;16745
122347;16068
122355;15308
122364;14787
122372;14454
122380;14118
122388;13939
122396;13828
122405;13753
122413;13637
122421;13645
122429;13553
122437;13490
122446;13296
122454;13204
122462;12981
122470;12873
122478;12528
122487;12316
122498;12055
122506;11828
122514;11683
122522;11600
122531;11751
122539;11897
122547;12159
122555;12502
122563;12979
122572;13489
122580;13895
122588;14190
122596;14348
122604;14524
122612;14537
122621;14614
122629;14565
122637;14584
122645;14482
122653;14486
122662;14304
122670;14300
122678;14146
122686;14184
122694;14047
122703;14106
122711;13966
122719;14103
122727;13999
122735;14166
122744;14092
122752;14235
122760;14115
122768;14219
122776;14061
122785;14039
122796;13868
122804;13911
122812;13853
122820;13906
122829;14003
122837;14223
122845;14303
122853;14497
122861;14480
122870;14580
122878;14524
122886;14598
122894;14449
122902;14487
122910;14298
122919;14277
122927;14669
122935;14197
122943;10857
122951;6870
122960;5695
122968;12280
122976;16416
122984;16330
122992;15503
123001;15074
123009;14683
123017;14479
123025;14143
123033;14157
123042;13964
123050;14000
123058;13809
123066;13826
123074;13646
123082;13695
123091;13556
123102;13628
123110;13474
123118;13376
123127;13016
123135;12904
123143;12534
123151;12487
123159;12287
123167;12468
123176;12450
123184;12747
123192;12866
123200;13349
123208;13665
123217;14199
123225;14436
123233;14829
123241;14861
123249;15046
123258;14910
123266;15006
123274;14842
123282;14861
123290;14730
123299;14815
123307;14651
123315;14664
123323;14537
123331;14523
123340;14367
123348;14392
123356;14260
123364;14273
123372;14184
123380;14226
123390;14230
123400;14417
123408;14429
123416;14562
123425;14528
123433;14665
123441;14510
123449;14495
123457;14133
123465;14128
123474;14050
123483;14183
123491;14100
123499;14249
123507;14177
123516;14358
123524;14306
123532;14343
123540;14238
123548;14277
123557;14185
123565;14275
123573;14230
123581;14266
123589;14908
123598;14337
123606;10916
123614;6209
123622;5121
123630;11702
123639;16253
123647;16286
123655;15613
123663;15271
123671;14967
123679;14615
123688;14409
123696;14198
123707;14032
123715;14093
123724;13846
123732;13806
123740;13577
123748;13532
123756;13334
123764;13265
123773;13070
123781;12937
123789;12665
123797;12387
123805;12072
123814;11885
123822;11763
123830;11755
123838;11833
123846;11992
123855;12327
123863;12779
123871;13294
123879;13751
123887;14173
123896;14367
123904;14556
123912;14594
123920;14699
123928;14551
123937;14568
123945;14433
123953;14471
123961;14311
123969;14353
123977;14189
123986;14259
123994;14012
124002;14034
124013;13938
124022;13959
124030;13889
124038;13859
124046;13835
124054;13887
124062;13859
124071;13906
124079;13885
124087;13897
124095;13842
124103;13934
124112;13948
124120;14077
124128;13895
124136;13872
124144;13679
124153;13846
124161;13751
124169;13832
124177;13666
124185;13823
124194;13794
124202;14047
124210;13943
124218;14087
124226;13915
124234;14056
124243;13901
124251;14017
124259;13779
124267;13835
124275;14052
124284;14020
124292;11289
124300;6953
124311;5545
124319;12900
124328;15922
124336;15715
124344;14995
124352;14958
124360;14587
124369;14507
124377;14280
124385;14419
124393;14238
124401;14322
124410;14046
124418;14153
124426;13923
124434;14015
124442;13786
124451;13863
124459;13532
124467;13540
124475;13194
124483;13111
124492;12662
124500;12589
124508;12253
124516;12410
124524;12289
124532;12518
124541;12582
124549;13032
124557;13316
124565;13917
124573;14191
124582;14579
124590;14631
124598;14884
124606;14824
124617;14987
124626;14840
124634;14996
124642;14790
124650;14935
124658;14785
124667;14941
124675;14780
124683;14959
124691;14757
124699;14881
124708;14669
124716;14814
124724;14624
124732;14773
124740;14625
124749;14742
124757;14593
124765;14755
124773;14630
124781;14674
124790;14499
124798;14556
124806;14402
124814;14469
124822;14376
124830;14411
124839;14315
124847;14386
124855;14241
124863;14143
124871;13947
124880;13893
124888;13847
124896;13920
124904;13970
124912;13942
124924;14060
124932;14344
124940;14266
124948;14369
124956;14247
124965;14304
124973;14201
124981;14226
124989;14046
124997;13981
125006;14191
125014;14242
125022;11850
125030;7571
125038;5395
125047;9734
125055;15775
125063;16122
125071;15366
125079;14911
125087;14752
125096;14464
125104;14325
125112;14202
125120;14195
125128;14049
125137;14077
125145;13966
125153;13971
125161;13804
125169;13781
125178;13567
125186;13556
125194;13307
125202;13196
125210;12842
125222;12587
125230;12434
125238;12235
125246;12166
125254;12157
125263;12269
125271;12465
125279;12718
125287;13104
125295;13484
125304;13960
125312;14306
125320;14589
125328;14664
125336;14795
125345;14720
125353;14791
125361;14681
125369;14699
125377;14489
125385;14564
125394;14460
125402;14526
125410;14392
125418;14545
125426;14479
125435;14578
125443;14384
125451;14532
125459;14362
125467;14452
125476;14288
125484;14438
125492;14260
125500;14367
125508;14185
125517;14272
125528;14196
125536;14308
125544;14251
125552;14270
125561;14126
125569;14198
125577;14105
125585;14184
125593;14132
125602;14121
125610;13879
125618;13809
125626;13624
125634;13723
125642;13613
125651;13720
125659;13596
125667;13823
125675;13772
125683;14020
125692;13934
125700;14058
125708;13854
125716;13991
125724;13833
125733;13911
125741;13670
125749;14250
125757;13760
125765;11166
125774;6891
125782;5611
125790;11335
125798;16138
125806;15797
125815;15182
125823;14747
125834;14728
125842;14444
125850;14426
125859;14181
125867;14269
125875;14104
125883;14159
125891;13970
125900;14030
125908;13821
125916;13842
125924;13590
125932;13625
125940;13288
125949;13240
125957;12799
125965;12650
125973;12235
125981;12228
125990;12042
125998;12277
126007;12262
126015;12602
126023;12749
126032;13247
126040;13511
126048;14002
126056;14190
126064;14478
126073;14531
126081;14729
126089;14711
126097;14827
126105;14774
126114;14783
126122;14627
126133;14736
126141;14589
126149;14682
126158;14497
126166;14595
126174;14378
126182;14456
126190;14237
126199;14369
126207;14161
126215;14296
