Tempo (ms);Valor
300171;15071
300179;15090
300187;14942
300196;14822
300204;14702
300212;14568
300220;14396
300228;14256
300237;14113
300245;13988
300253;13924
300261;13825
300269;13780
300278;13777
300286;13754
300294;13783
300302;13752
300310;13665
300318;13545
300327;13403
300335;13278
300343;13214
300351;13151
300359;13188
300368;13292
300376;13414
300384;13522
300392;13639
300400;13645
300409;13628
300417;13583
300425;13599
300433;13604
300441;13604
300450;13569
300458;13490
300469;14082
300477;13542
300485;10256
300494;6140
300502;4815
300510;11597
300518;15832
300526;15635
300535;15027
300543;14577
300551;14301
300559;13982
300567;13760
300575;13603
300584;13489
300592;13377
300600;13272
300608;13233
300616;13158
300625;13063
300633;12957
300641;12841
300649;12676
300657;12477
300666;12222
300674;11981
300682;11752
300690;11566
300698;11496
300707;11522
300715;11645
300723;11802
300731;12033
300739;12303
300748;12724
300756;13126
300764;13456
300775;13852
300783;14032
300792;14059
300800;14130
300808;14209
300816;14181
300824;14148
300833;14054
300841;13997
300849;13929
300857;13930
300865;13884
300873;13862
300882;13828
300890;13834
300898;13835
300906;13847
300914;13839
300923;13870
300931;13841
300939;13811
300947;13806
300955;13823
300964;13833
300972;13846
300980;13871
300988;13861
300996;13770
301005;13642
301013;13512
301021;13528
301029;13588
301037;13658
301046;13695
301054;13760
301062;13830
301073;14028
301081;14110
301090;14061
301098;14047
301106;14031
301114;14018
301122;13995
301130;13944
301139;14073
301147;14347
301155;12380
301163;8136
301171;4967
301180;7582
301188;14795
301196;15936
301204;15373
301212;14925
301221;14701
301229;14412
301237;14235
301245;14140
301253;13996
301262;13922
301270;13858
301278;13811
301286;13689
301294;13588
301303;13462
301311;13374
301319;13219
301327;13070
301335;12898
301343;12705
301352;12480
301360;12267
301368;12112
301379;12093
301388;12188
301396;12281
301404;12413
301412;12619
301420;12936
301428;13339
301437;13718
301445;14012
301453;14256
301461;14415
301469;14499
301478;14539
301486;14562
301494;14532
301502;14441
301510;14339
301519;14278
301527;14240
301535;14180
301543;14178
301551;14148
301560;14194
301568;14205
301576;14254
301584;14300
301592;14349
301601;14348
301609;14348
301617;14292
301625;14282
301633;14229
301641;14232
301650;14206
301658;14194
301666;14184
301677;14137
301686;14059
301694;13963
301702;13943
301710;13964
301718;13991
301726;14017
301735;14015
301743;14010
301751;14033
301759;14064
301767;14023
301776;13994
301784;14001
301792;13994
301800;13976
301808;13911
301817;13771
301825;14298
301833;13838
301841;10860
301849;6512
301858;5050
301866;10780
301874;15648
301882;15664
301890;15017
301898;14744
301907;14494
