Tempo (ms);Valor
600331;12974
600339;12741
600347;12247
600356;12071
600364;11939
600372;12030
600380;12047
600388;12185
600397;12332
600405;12707
600413;12998
600421;13391
600429;13704
600438;13950
600446;14148
600454;14053
600462;14151
600470;14161
600478;14145
600487;14005
600495;14048
600503;13841
600511;13897
600519;13694
600528;13766
600536;13635
600544;13890
600552;13663
600560;13777
600569;13647
600577;13767
600585;13615
600593;13843
600601;13610
600610;13726
600618;13581
600629;13746
600637;13738
600645;13729
600654;13719
600662;13795
600670;13590
600678;13569
600686;13279
600695;13328
600703;13178
600711;13333
600719;13218
600727;13367
600735;13293
600744;13588
600752;13552
600760;13675
600768;13540
600776;13673
600785;13534
600793;13685
600801;13315
600809;13433
600817;13344
600826;13320
600834;11127
600842;8046
600850;6373
600858;10425
600867;15726
600875;15979
600883;14926
600891;14369
600899;13921
600908;13817
600916;13416
600924;13564
600935;13386
600943;13584
600952;13316
600960;13410
600968;13289
600976;13401
600984;13122
600993;13141
601001;12943
601009;12956
601017;12508
601025;12576
601033;12157
601042;12159
601050;11857
601058;11982
601066;11899
601074;12172
601083;12025
601091;12543
601099;12597
601107;13144
601115;13401
601124;13823
601132;14075
601140;14378
601148;14363
601156;14600
601165;14503
601173;14660
601181;14513
601189;14672
601197;14409
601206;14412
601214;14336
601222;14347
601233;14188
601241;14397
601250;14093
601258;14290
601266;14086
601274;14265
601282;14119
601290;14181
601299;13974
601307;14044
601315;13781
601323;13874
601331;13750
601340;13860
601348;13719
601356;13985
601364;13951
601372;14165
601381;14133
601389;14249
601397;14115
601405;14199
601413;14164
601422;14158
601430;14144
601438;14127
601446;13977
601454;14006
601463;14092
601471;11998
601479;8475
601487;7561
601495;10692
601503;17252
601512;17382
601520;16382
601528;15580
601539;14787
601548;14334
601556;14081
601564;13800
601572;13840
601580;13640
601588;13556
601597;13517
601605;13387
601613;13264
601621;13156
601629;13035
601638;12968
601646;12734
601654;12519
601662;12323
601670;12128
601679;12001
601687;11765
601695;11835
601703;11917
601711;12061
601720;12023
601728;12437
601736;12741
601744;13177
601752;13428
601761;13861
601769;13903
601777;14298
601785;14204
601793;14338
601801;14200
601810;14356
601818;14115
601826;14316
601837;14092
601846;14099
601854;13964
601862;13937
601870;13796
601878;13871
601886;13766
601895;13853
601903;13682
601911;13765
601919;13715
601927;13903
601936;13797
601944;13954
601952;13861
601960;14088
601968;14040
601977;14215
601985;13862
601993;13899
602001;13603
602009;13743
602018;13577
602026;13741
602034;13581
602042;13854
602050;13765
602058;14087
602067;13934
602075;14097
602083;13872
602091;14039
602099;13785
602108;13923
602116;13744
602124;13757
602132;13941
602143;11731
602152;7877
602160;6039
602168;9119
602176;15505
602184;16051
602193;15656
602201;14825
602209;14627
602217;14035
602225;14051
602234;13782
602242;13940
602250;13646
602258;13816
602266;13579
602275;13706
602283;13399
602291;13488
602299;13167
602307;13233
602316;12929
602324;13018
602332;12720
602340;12524
602348;12155
602356;12107
602365;11908
602373;12103
602381;11975
602389;12182
602397;12309
