Tempo (ms);Valor
360200;15028
360209;14937
360217;14874
360226;14792
360234;14816
360242;14784
360250;14750
360258;14599
360266;14509
360275;14417
360283;14371
360291;14268
360299;14200
360307;14032
360316;14405
360324;14169
360332;11406
360340;7200
360348;5227
360357;11402
360365;16303
360373;15903
360381;15081
360389;14544
360398;14282
360406;13910
360414;13575
360422;13350
360430;13144
360439;13039
360447;12918
360455;12925
360463;12998
360471;13127
360479;13129
360488;13167
360499;13207
360507;13241
360515;13189
360524;13035
360532;12920
360540;12784
360548;12707
360556;12713
360564;12800
360573;12899
360581;13001
360589;13190
360597;13448
360605;13765
360614;14000
360622;14243
360630;14358
360638;14499
360646;14516
360655;14523
360663;14418
360671;14348
360679;14182
360687;14076
360696;13919
360704;13819
360712;13679
360720;13619
360728;13537
360737;13556
360745;13507
360753;13567
360761;13553
360769;13593
360777;13563
360786;13556
360794;13397
360805;13354
360813;13362
360822;13402
360830;13527
360838;13666
360846;13769
360854;13889
360862;13876
360871;13927
360879;13895
360887;13906
360895;13866
360903;13875
360912;13758
360920;13696
360928;13547
360936;13721
360944;13887
360953;11701
360961;7666
360969;5435
360977;9276
360985;15980
360994;15996
361002;15339
361010;14684
361018;14412
361026;14176
361034;13932
361043;13769
361051;13740
361059;13623
361067;13579
361075;13496
361084;13471
361092;13412
361103;13425
361111;13372
361119;13255
361128;13048
361136;12878
361144;12652
361152;12415
361160;12171
361169;12057
361177;11992
361185;12129
361193;12238
361201;12397
361210;12606
361218;12983
361226;13314
361234;13656
361242;13902
361251;14139
361259;14240
361267;14381
361275;14371
361283;14380
361292;14269
361300;14208
361308;14112
361316;14125
361324;14061
361332;14037
361341;13928
361349;13882
361357;13819
361365;13836
361373;13820
361382;13868
361390;13846
361398;13871
361409;13905
361417;14012
361426;14009
361434;14108
361442;14064
361450;14237
361458;14391
361467;14619
361475;14773
361483;14931
361491;15009
361499;15012
361508;14907
361516;14907
361524;14824
361532;14713
361540;14497
361549;14315
361557;14732
361565;14166
361573;11095
361581;6898
361590;5229
361598;11711
361606;16004
361614;15691
361622;15023
361630;14562
361639;14289
361647;13938
361655;13701
361663;13468
361671;13338
361680;13203
361688;13133
361696;12989
361704;12802
361715;12644
361724;12522
361732;12346
361740;12215
361748;12081
361756;11940
361765;11777
361773;11626
361781;11554
361789;11585
361797;11663
361806;11783
361814;11937
361822;12189
361830;12521
361838;12923
361847;13322
361855;13676
361863;13963
361871;14207
361879;14363
361887;14435
361896;14433
361904;14428
361912;14341
361920;14261
361928;14193
361937;14183
361945;14144
361953;14102
361961;14089
361969;14114
361978;14094
361986;14159
361994;14193
362002;14271
362013;14314
362022;14386
362030;14195
362038;14042
362046;13945
362054;13926
362063;13909
362071;13989
362079;14017
362087;14105
362095;14201
362104;14259
362112;14258
362120;14255
362128;14223
362136;14163
362145;14101
362153;14085
362161;14043
362169;13945
362177;14347
362185;14199
362194;11527
362202;7108
362210;4572
362218;9806
362226;15475
362235;15583
362243;15002
362251;14579
362259;14375
362267;14076
362276;13871
362284;13788
362292;13638
362300;13472
362308;13246
362320;13081
362328;12913
362336;12730
362344;12559
362352;12445
362361;12343
362369;12295
362377;12213
362385;12118
362393;12001
362402;11977
362410;11991
362418;12121
362426;12379
362434;12790
