Tempo (ms);Valor
1440829;13358
1440837;15936
1440846;15660
1440854;14930
1440862;14713
1440870;14250
1440878;14134
1440887;13910
1440895;13959
1440903;13761
1440911;13794
1440919;13619
1440927;13697
1440936;13495
1440944;13500
1440952;13292
1440960;13333
1440969;13078
1440978;13045
1440986;12745
1440994;12573
1441002;12201
1441010;12086
1441019;11784
1441027;11853
1441035;11775
1441043;11959
1441051;11977
1441060;12332
1441068;12580
1441076;13143
1441084;13434
1441092;13878
1441104;14189
1441112;14492
1441120;14434
1441128;14496
1441136;14389
1441145;14473
1441153;14335
1441161;14370
1441169;14232
1441177;14346
1441186;14241
1441194;14336
1441202;14214
1441210;14295
1441218;14124
1441226;14199
1441235;14137
1441243;14315
1441251;14204
1441259;14311
1441267;14201
1441276;14349
1441284;14235
1441293;14353
1441301;14152
1441309;14259
1441318;13980
1441326;14037
1441334;14105
1441342;14109
1441350;13840
1441359;13873
1441367;13645
1441375;13702
1441383;13545
1441394;13827
1441403;13754
1441411;13938
1441419;13877
1441427;14140
1441435;14056
1441444;14268
1441452;14426
1441460;14909
1441468;12681
1441476;8501
1441485;5135
1441493;8314
1441501;14971
1441509;15599
1441517;14627
1441526;14064
1441534;13627
1441542;13457
1441550;13239
1441558;13268
1441566;13019
1441575;13077
1441583;12940
1441591;13096
1441599;13107
1441607;13195
1441617;13044
1441625;13191
1441633;12998
1441641;13011
1441649;13036
1441658;13174
1441666;13040
1441677;12958
1441685;12677
1441693;12642
1441702;12419
1441710;12548
1441718;12466
1441726;12727
1441734;12878
1441743;13413
1441751;13620
1441759;14014
1441767;14049
1441775;14276
1441784;14150
1441792;14141
1441800;13797
1441808;13996
1441816;13869
1441825;13783
1441833;13513
1441841;13748
1441849;13732
1441857;13933
1441865;13964
1441874;14384
1441882;15016
1441890;15217
1441898;14914
1441906;14863
1441915;14706
1441923;14747
1441931;14620
1441940;14541
1441948;14445
1441959;14477
1441967;14207
1441975;14061
1441984;13624
1441992;13474
1442001;13221
1442009;13233
1442017;13053
1442025;13134
1442033;13072
1442042;13376
1442050;13247
1442058;13319
1442066;13072
1442074;12959
1442083;12873
1442091;12957
1442099;12965
1442107;13054
1442115;12866
1442124;13345
1442132;12912
1442140;9918
1442148;5453
1442156;3691
1442164;9837
1442173;15022
1442181;14897
1442189;14250
1442197;13850
1442205;13786
1442214;13598
1442222;13610
1442230;13661
1442241;13729
1442249;13565
1442258;13685
1442266;13604
1442274;13783
1442282;13750
1442290;13899
1442299;13519
1442307;13387
1442316;13222
1442324;13249
1442332;12991
1442341;12760
1442349;12377
1442357;12366
1442365;12220
1442373;12285
1442382;12199
1442390;12454
1442398;12619
1442406;13092
1442414;13443
1442423;13832
1442431;14201
1442439;14511
1442447;14824
1442455;15141
1442463;15331
1442472;15350
1442480;15227
1442488;15076
1442496;15130
1442504;15081
1442513;15098
1442521;15039
1442532;14967
1442540;15134
1442548;15115
1442557;15103
1442565;14822
1442573;14637
1442581;14326
1442589;14142
1442598;13849
1442606;13805
1442614;13681
1442623;13649
1442631;13606
1442640;13649
1442648;13562
1442656;13383
1442664;13222
1442672;13225
1442681;13178
1442689;13132
1442697;13112
1442705;13030
1442713;13129
1442722;13194
1442730;13289
1442738;13240
1442746;12719
1442754;12556
1442762;12819
1442771;13003
1442779;13305
1442787;13218
1442795;13864
1442803;13975
1442815;10197
1442823;6525
1442831;6704
1442839;14632
1442847;16832
1442856;16291
1442864;15493
1442872;15260
1442880;14901
1442888;14472
1442897;14248
1442905;14046
1442913;13782
1442921;13691
1442929;13556
1442938;13406
1442947;13367
1442955;13282
1442963;13129
1442971;12925
1442980;12845
1442988;12701
1442996;12526
1443004;12285
1443012;12148
1443021;11848
1443029;11800
1443037;11753
1443045;11876
1443053;11827
1443062;11901
1443070;12106
1443078;12521
1443086;12781
1443097;13306
1443106;13684
1443114;13814
1443122;13914
1443130;13913
1443138;13969
1443146;13906
1443155;13824
1443163;13778
1443171;13748
