Tempo (ms);Valor
1620934;12789
1620943;13061
1620951;13292
1620959;13674
1620967;13955
1620975;14258
1620984;14345
1620992;14487
1621000;14449
1621008;14503
1621016;14365
1621025;14385
1621033;14258
1621041;14292
1621049;14088
1621057;14111
1621065;13897
1621074;13941
1621082;13708
1621090;13762
1621098;13569
1621106;13679
1621115;13537
1621123;13685
1621132;13502
1621140;13619
1621148;13444
1621157;13628
1621165;13494
1621173;13722
1621181;13530
1621189;13700
1621198;13504
1621209;13694
1621217;13643
1621225;13682
1621233;13574
1621242;13614
1621250;13552
1621258;13632
1621266;13517
1621274;13600
1621283;13473
1621291;13589
1621299;13484
1621307;13647
1621315;13419
1621324;13428
1621332;13193
1621340;13350
1621348;13224
1621356;13400
1621364;13242
1621373;13453
1621381;13325
1621389;13576
1621397;13480
1621405;13703
1621414;13538
1621422;13698
1621430;13527
1621438;13712
1621446;13478
1621456;13577
1621464;13704
1621472;13847
1621480;11529
1621488;7732
1621499;5651
1621507;12566
1621516;15644
1621524;15317
1621532;14543
1621541;14443
1621549;14184
1621557;14092
1621565;13845
1621573;13903
1621582;13686
1621590;13785
1621598;13521
1621606;13621
1621614;13407
1621623;13484
1621631;13256
1621639;13354
1621647;13066
1621655;13145
1621663;12803
1621672;12829
1621680;12444
1621688;12424
1621696;11998
1621704;11990
1621713;11683
1621721;11889
1621729;11753
1621737;12095
1621745;12132
1621754;12676
1621762;12959
1621770;13596
1621781;14011
1621789;14502
1621798;14492
1621806;14737
1621814;14605
1621822;14790
1621831;14588
1621840;14699
1621848;14451
1621856;14602
1621864;14402
1621872;14541
1621881;14267
1621889;14380
1621897;14137
1621905;14327
1621913;14074
1621922;14225
1621930;13997
1621938;14168
1621946;13926
1621954;14125
1621962;13901
1621971;14083
1621979;13840
1621987;14031
1621995;13808
1622003;13968
1622012;13757
1622020;13959
1622028;13750
1622036;13930
1622044;13745
1622053;13896
1622064;13745
1622072;14018
1622080;13817
1622088;14006
1622097;13729
1622105;13826
1622113;13486
1622121;13622
1622130;13444
1622139;13648
1622147;13424
1622155;13615
1622163;13443
1622171;13662
1622180;13528
1622188;13719
1622196;13529
1622204;13704
1622212;13514
1622221;13708
1622229;13483
1622237;13623
1622245;13530
1622253;14125
1622262;12287
1622270;8589
1622278;5240
1622286;7354
1622294;14544
1622302;15660
1622311;14869
1622319;14510
1622327;14221
1622335;14122
1622346;13839
1622355;13972
1622363;13680
1622371;13779
1622379;13494
1622387;13605
1622396;13326
1622404;13453
1622412;13166
1622420;13280
1622428;13019
1622437;13131
1622445;12787
1622454;12812
1622462;12374
1622470;12314
1622479;11850
1622487;11836
1622495;11513
1622503;11672
1622511;11502
1622520;11748
1622528;11780
1622536;12335
1622544;12654
1622552;13311
1622561;13576
1622569;14093
1622577;14212
1622585;14540
1622593;14485
1622601;14628
1622610;14481
1622618;14594
1622629;14466
1622637;14679
1622646;14419
1622654;14535
1622662;14229
1622670;14354
1622678;14101
1622686;14270
1622695;14043
1622703;14174
1622711;13950
1622719;14128
1622727;13918
1622736;14083
1622744;13892
1622752;14022
1622760;13845
1622769;14025
1622778;13815
1622786;13954
1622794;13775
1622802;13925
1622810;13756
1622819;13900
1622827;13743
1622835;13895
1622843;13772
1622851;13842
1622860;13591
1622868;13577
1622876;13459
1622884;13576
1622892;13494
1622900;13530
1622909;13515
1622920;13812
1622928;13778
1622936;13945
1622945;13730
1622953;13863
1622961;13674
1622969;13824
1622977;13621
1622985;13702
1622994;13416
1623002;14177
1623010;13266
1623018;10330
1623026;6465
1623035;6066
1623043;13003
1623051;16075
1623059;15388
1623067;14826
1623076;14376
1623084;14336
1623093;13971
