Tempo(ms),Leitura(ECG)
11590,821
11598,827
11605,835
11613,845
11621,849
11628,850
11636,846
11644,839
11651,826
11659,814
11666,799
11674,779
11682,763
11689,743
11697,730
11705,723
11712,718
11720,717
11728,716
11735,716
11743,717
11750,722
11880,807
11888,802
11896,798
11903,795
11911,789
11918,786
11926,787
11936,785
11944,778
11951,773
11959,775
11967,775
11974,779
11982,784
12003,970
12010,1092
12018,1104
12026,908
12033,683
12041,716
12049,743
12057,768
12064,790
12072,801
12079,816
12087,826
12095,834
12102,840
12110,845
12118,848
12125,853
12133,854
12141,858
12148,863
12156,869
12286,853
12293,838
12301,824
12308,815
12316,810
12324,806
12331,802
12339,801
12347,803
12354,803
12362,803
12370,803
12377,805
12385,804
12392,806
12400,805
12408,804
12415,799
12423,798
12433,798
12441,792
12448,791
12456,794
12463,798
12471,803
12479,804
12486,800
12507,791
12515,781
12523,772
12531,765
12538,761
12546,758
12553,754
12561,751
12569,749
12576,749
12706,745
12714,751
12722,755
12729,757
12737,761
12745,763
12752,768
12760,771
12768,774
12775,778
12783,787
12790,794
12798,803
12806,814
12813,826
12821,837
12829,842
12836,845
12844,843
12852,837
12859,830
12867,819
12874,803
12882,788
12890,775
12897,764
12905,756
12913,753
12923,752
12930,746
12938,743
12945,749
13088,829
13096,839
13104,855
13111,863
13119,867
13127,868
13134,870
13142,874
13150,873
13157,872
13165,871
13173,868
13180,867
13188,867
13195,867
13203,867
13211,865
13218,866
13226,868
13234,871
13241,875
13249,858
13256,909
13264,1066
13272,1269
13279,1244
13287,1036
13295,817
13302,796
13310,806
13318,807
13325,808
13333,815
13463,902
13471,912
13479,918
13486,919
13494,916
13501,909
13509,899
13517,885
13524,869
13534,845
13542,819
13550,797
13557,782
13565,773
13572,769
13594,769
13601,770
13609,767
13617,765
13624,763
13632,763
13640,759
13647,758
13655,757
13663,755
13670,751
13678,747
13685,746
13693,745
13701,744
13708,744
13716,746
13724,746
13731,746
13739,747
13747,749
13877,810
13884,807
13892,803
13900,798
13907,795
13915,795
13923,794
13930,795
13938,794
13946,795
13953,797
13961,801
13968,807
13976,795
13984,834
13991,967
13999,1163
14007,1140
14014,965
14022,743
14032,737
14039,749
14047,748
14055,750
14062,757
14070,764
14078,772
14099,789
14106,796
14114,803
14121,812
14129,822
14137,832
14144,840
14152,848
14160,857
14289,855
14297,845
14305,839
14312,838
14320,837
14327,834
14335,835
14343,835
14350,838
14358,836
14366,836
14373,834
14381,835
14389,836
14396,835
14404,831
14411,831
14419,830
14427,829
14434,828
14442,828
14450,828
14457,828
14465,826
14473,825
14480,826
14488,825
14495,822
14503,820
14511,820
14521,819
14528,812
14672,850
14679,842
14687,830
14695,822
14702,813
14710,807
14717,803
14725,798
14733,795
14740,791
14748,790
14756,776
14763,818
14771,948
14779,1107
14786,1067
14794,860
14802,685
14809,693
14817,717
14824,729
14832,727
14840,733
14847,736
14855,738
14863,742
14870,745
14878,747
14886,750
14893,754
14901,758
14908,761
14916,766
15046,826
15054,810
15062,793
15069,781
15077,773
15085,768
15092,764
15100,763
15108,762
15115,762
15123,766
15130,771
15140,773
15148,767
15156,764
15177,769
15184,775
15192,781
15200,787
15207,796
15215,804
15222,810
15230,816
15238,820
15246,825
15253,827
15261,830
15268,833
15276,837
15284,837
15291,840
15299,841
15307,842
15314,843
15322,846
15330,848
15337,847
15467,875
15475,869
15483,866
15490,863
15498,861
15505,860
15513,858
15521,857
15528,859
15536,847
15544,870
15551,963
15559,1122
15567,1157
15574,1017
15582,760
15589,750
15597,780
15605,802
15612,804
15620,807
15630,809
15638,805
15645,803
15653,803
15661,806
15682,813
15689,815
15697,815
15705,814
15712,814
15720,816
15728,819
15735,826
15743,832
15874,749
15881,747
15889,748
15896,747
15904,748
15912,749
15919,752
15927,751
15935,752
15942,755
15950,755
15958,756
15965,758
15973,760
15980,761
15988,762
15996,762
16003,765
16011,764
16018,762
16026,762
16034,764
16042,766
16049,768
16057,768
16064,768
16072,770
16080,772
16087,775
16095,778
16103,781
16110,783
16120,783
16264,838
16272,842
16279,844
16287,854
16295,846
16302,881
16310,992
16317,1144
16325,1157
16333,987
16340,752
16348,769
16356,806
16363,830
16371,836
16379,839
16386,846
16394,849
16402,852
16409,855
16417,856
16424,859
16432,860
16440,861
16447,864
16455,864
16463,865
16470,870
16478,872
16486,878
16493,883
16501,891
16508,899
16639,812
16647,812
16654,812
16662,814
16669,814
16677,813
16685,813
16692,812
16700,812
16708,812
16715,813
16723,811
16730,810
16740,807
16748,801
16769,789
16777,786
16785,782
16792,776
16800,772
16807,770
16815,768
16823,765
16830,761
16838,760
16846,759
16853,757
16861,753
16869,748
16876,741
16884,744
16892,748
16899,757
16907,764
16914,770
16922,772
16930,772
17060,1121
17067,1055
17075,792
17083,682
17090,720
17098,752
17105,769
17113,771
17121,777
17128,782
17136,782
17144,787
17151,792
17159,796
17167,799
17174,801
17182,804
17189,807
17197,810
17205,815
17212,820
17220,827
17230,836
17237,837
17245,842
17253,850
17274,880
17281,884
17289,884
17297,883
17304,878
17312,870
17320,861
17327,848
17335,835
17465,870
17473,874
17480,873
17488,870
17495,865
17503,861
17511,857
17518,853
17526,851
17534,849
17541,847
17549,845
17557,842
17564,841
17572,840
17579,833
17587,827
17595,825
17602,827
17610,832
17618,838
17625,842
17633,846
17641,850
17648,847
17656,841
17663,836
17671,831
17679,829
17686,829
17694,828
17702,826
17845,826
17853,827
17863,823
17871,812
17878,803
17886,798
17893,796
17901,796
17909,797
17916,799
17924,800
17932,805
17939,813
17947,820
17955,830
17962,838
17970,848
17977,855
17985,857
17993,856
18000,850
18008,841
18016,829
18023,817
18031,803
18039,785
18046,770
18054,759
18061,749
18069,741
18077,738
18084,737
18092,734
18100,736
18229,791
18237,792
18245,791
18252,793
18260,797
18268,802
18275,807
18283,809
18290,808
18298,806
18306,804
18313,797
18321,795
18329,793
18352,783
18360,784
18367,791
18375,797
18382,805
18390,814
18398,821
18405,844
18413,962
18421,1122
18428,1104
18436,989
18444,684
18451,681
18459,751
18467,787
18474,816
18482,836
18489,843
18497,853
18505,860
18512,861
18642,969
18650,966
18657,954
18665,941
18672,928
18680,912
18688,892
18695,869
18703,851
18711,833
18718,816
18726,807
18733,802
18741,795
18749,792
18756,794
18764,794
18772,795
18779,795
18787,800
18795,801
18802,801
18810,801
18817,804
18825,804
18835,799
18856,779
18864,775
18872,771
18879,770
18887,772
18894,773
18902,776
18910,777
18917,780
18925,777
19055,1077
19063,1059
19071,890
19078,628
19086,659
19093,703
19101,729
19109,751
19116,764
19124,772
19132,780
19139,784
19147,787
19155,790
19162,793
19170,795
19178,797
19185,799
19193,801
19200,805
19208,813
19216,821
19223,830
19231,839
19239,846
19246,857
19254,869
19262,877
19269,885
19277,885
19284,881
19292,875
19435,807
19443,812
19451,820
19461,822
19468,817
19476,813
19484,811
19491,810
19499,816
19507,821
19514,826
19522,833
19529,842
19537,848
19545,851
19552,854
19560,854
19568,851
19575,846
19583,841
19591,840
19598,839
19606,837
19613,839
19621,842
19629,842
19636,843
19644,844
19652,849
19659,832
19667,876
19675,1016
19682,1144
19690,1154
19820,862
19827,866
19835,870
19842,870
19850,873
19858,878
19865,886
19873,895
19881,902
19888,908
19896,909
19904,907
19911,900
19919,892
19940,849
19950,819
19958,787
19965,760
19973,744
19981,734
19988,728
19996,729
20004,728
20011,726
20019,728
20026,728
20034,730
20042,733
20049,733
20057,735
20065,736
20072,738
20080,739
20088,740
20095,741
20103,743
20233,791
20241,789
20248,789
20256,788
20264,787
20271,788
20279,789
20287,790
20294,795
20302,783
20310,785
20317,886
20325,1074
20332,1193
20340,1097
20348,797
20355,717
20363,725
20371,739
20378,743
20386,748
20394,757
20401,764
20409,771
20416,775
20424,780
20447,779
20455,783
20463,792
20470,801
20478,812
20485,824
20493,837
20501,852
20508,866
20638,838
20646,841
20654,843
20661,843
20669,844
20677,842
20684,842
20692,841
20700,841
20707,839
20715,836
20723,835
20730,832
20738,829
20745,828
20753,829
20761,826
20768,825
20776,822
20784,821
20791,822
20799,821
20807,820
20814,818
20822,820
20830,817
20837,816
20845,812
20852,805
20860,806
20868,811
20875,818
21019,829
21026,831
21034,910
21041,1102
21049,1196
21059,1034
21067,762
21074,711
21082,720
21090,725
21097,721
21105,725
21113,728
21120,734
21128,737
21135,741
21143,741
21151,745
21158,749
21166,749
21174,752
21181,756
21189,761
21197,765
21204,769
21212,777
21219,784
21227,794
21235,807
21242,820
21250,830
21258,838
21265,843
21273,843
21403,788
21410,790
21418,790
21426,791
21433,789
21441,791
21449,791
21456,790
21464,790
21472,789
21479,791
21487,794
21494,793
21502,792
21523,797
21531,801
21538,806
21548,813
21556,809
21564,809
21571,813
21579,818
21586,823
21594,827
21602,832
21609,837
21617,841
21625,848
21632,852
21640,853
21648,852
21655,848
21663,854
21671,862
21678,869
21686,873
21816,870
21824,886
21832,970
21839,1155
21847,1215
21855,1110
21862,847
21870,790
21877,804
21885,815
21893,813
21900,814
21908,817
21916,819
21923,822
21931,824
21938,823
21946,824
21954,826
21961,826
21969,827
21977,830
21984,832
21992,833
22000,836
22007,840
22028,862
22036,870
22046,875
22054,872
22061,865
22069,858
22077,851
22084,839
22092,827
22221,772
22229,775
22237,773
22244,773
22252,772
22260,772
22267,769
22275,768
22283,769
22290,768
22298,767
22306,766
22313,765
22321,767
22328,767
22336,768
22344,769
22351,771
22359,773
22367,774
22374,775
22382,775
22390,777
22397,779
22405,781
22412,783
22420,783
22428,785
22435,785
22443,785
22451,787
22458,788
22601,829
22609,833
22617,838
22624,843
22632,843
22640,851
22647,923
22657,1140
22665,1171
22673,1038
22680,789
22688,769
22696,794
22703,815
22711,817
22718,820
22726,829
22734,835
22741,841
22749,844
22757,847
22764,850
22772,852
22780,855
22787,858
22795,859
22802,862
22810,864
22818,867
22825,873
22833,880
22841,888
22848,898
22856,905
22986,808
22993,810
23001,811
23009,811
23016,811
23024,809
23031,808
23039,808
23047,808
23054,809
23062,809
23070,807
23077,805
23085,805
23106,802
23114,797
23121,795
23129,790
23137,784
23147,776
23154,765
23162,757
23170,752
23177,749
23185,749
23193,750
23200,748
23208,749
23215,752
23223,754
23231,755
23238,756
23246,757
23254,757
23261,754
23269,752
23399,806
23407,811
23414,816
23422,814
23430,820
23437,897
23445,1050
23453,1128
23460,1037
23468,741
23476,688
23483,728
23491,759
23498,775
23506,776
23514,779
23521,784
23529,788
23537,794
23544,798
23552,801
23559,806
23567,810
23575,813
23582,817
23590,823
23611,837
23619,849
23626,862
23634,875
23644,892
23652,903
23659,912
23667,921
23675,926
23804,860
23812,862
23820,863
23827,864
23835,865
23843,864
23850,863
23858,863
23866,860
23873,856
23881,854
23888,852
23896,845
23904,840
23911,839
23919,839
23927,835
23934,830
23942,826
23950,825
23957,819
23965,816
23972,815
23980,813
23988,819
23995,823
24003,828
24011,828
24018,830
24026,829
24034,827
24041,826
24185,654
24192,720
24200,753
24208,775
24215,782
24223,780
24230,780
24238,781
24246,780
24256,781
24263,773
24271,767
24279,766
24286,768
24294,770
24302,772
24309,776
24317,781
24324,791
24332,798
24340,808
24347,819
24355,832
24363,843
24370,854
24378,857
24386,857
24393,854
24401,845
24408,832
24416,815
24424,799
24431,780
24439,763
24569,786
24576,789
24584,789
24592,790
24599,791
24607,791
24615,791
24622,790
24630,788
24638,788
24645,788
24653,789
24661,789
24668,788
24689,787
24697,787
24704,792
24712,801
24720,813
24727,823
24735,833
24743,841
24753,849
24760,842
24768,836
24775,834
24783,832
24791,832
24798,833
24806,835
24814,837
24821,840
24829,843
24837,848
24844,853
24852,855
24981,865
24989,866
24997,866
25004,866
25012,862
25020,862
25027,863
25035,865
25042,869
25050,874
25058,878
25065,883
25073,892
25081,901
25088,908
25096,913
25104,912
25111,906
25119,896
25126,885
25134,872
25142,858
25149,837
25157,817
25165,800
25172,787
25193,772
25201,768
25209,764
25216,762
25224,759
25232,759
25242,758
25249,748
25257,744
25265,744
25272,744
25402,788
25410,790
25417,790
25425,790
25433,784
25440,778
25448,781
25456,788
25463,799
25471,801
25479,802
25486,803
25494,802
25502,803
25509,802
25517,798
25524,794
25532,788
25540,787
25547,788
25555,789
25563,789
25570,790
25578,793
25586,795
25593,798
25601,783
25608,835
25616,982
25624,1161
25631,1123
25775,834
25783,840
25790,849
25798,861
25805,872
25813,885
25821,898
25828,911
25836,923
25844,927
25851,929
25861,921
25869,905
25876,889
25884,872
25892,853
25899,837
25907,825
25915,818
25922,812
25930,812
25938,814
25945,817
25953,817
25961,819
25968,824
25976,828
25983,829
25991,831
25999,832
26006,833
26014,833
26022,834
26029,836
26159,839
26167,843
26174,847
26182,853
26190,854
26197,854
26205,855
26213,853
26220,850
26228,845
26235,839
26243,830
26251,823
26258,821
26280,817
26287,812
26295,808
26303,803
26310,803
26318,790
26325,795
26333,883
26341,1057
26351,1111
26358,919
26366,685
26374,680
26381,705
26389,719
26397,718
26404,723
26412,730
26419,736
26427,740
26435,745
26442,751
26573,880
26580,876
26588,866
26596,854
26603,837
26611,818
26618,798
26626,781
26634,769
26641,763
26649,757
26657,753
26664,750
26672,753
26680,756
26687,758
26695,759
26702,762
26710,764
26718,766
26725,770
26733,774
26741,777
26748,777
26756,778
26764,781
26785,787
26792,793
26800,795
26807,801
26815,807
26823,813
26830,817
26838,821
26848,827
26856,824
26986,882
26994,882
27001,879
27009,877
27017,876
27024,876
27032,879
27040,871
27047,875
27055,963
27063,1129
27070,1206
27078,1082
27085,801
27093,757
27101,786
27108,811
27116,814
27124,813
27131,818
27139,823
27147,824
27154,825
27162,827
27169,829
27177,832
27185,833
27192,833
27200,833
27208,837
27215,840
27223,845
27366,796
27374,786
27382,779
27389,771
27397,765
27405,761
27412,761
27420,759
27428,755
27435,754
27443,755
27450,749
27460,745
27468,738
27476,732
27483,730
27491,731
27499,732
27506,732
27514,734
27522,735
27529,737
27537,739
27544,739
27552,737
27560,736
27567,738
27575,740
27583,748
27590,753
27598,759
27606,767
27613,773
27621,775
27751,1178
27758,1145
27766,862
27774,647
27781,699
27789,739
27797,767
27804,785
27812,790
27819,798
27827,806
27835,811
27842,816
27850,820
27871,827
27879,833
27886,842
27894,847
27901,854
27909,861
27917,871
27924,882
27932,896
27940,911
27950,927
27957,931
27965,933
27973,930
27980,929
27988,921
27996,914
28003,907
28011,896
28018,878
28026,863
28034,849
28164,856
28172,855
28180,851
28187,844
28195,836
28202,834
28210,835
28218,830
28225,832
28233,838
28241,842
28248,842
28256,841
28264,838
28271,834
28279,827
28286,819
28294,817
28302,812
28309,811
28317,812
28325,811
28332,812
28340,811
28348,809
28355,811
28376,818
28384,921
28392,1084
28399,1090
28407,992
28415,677
28422,627
28430,686
28437,714
28448,742
28578,853
28585,864
28593,874
28601,883
28608,891
28616,887
28624,882
28631,875
28639,862
28646,848
28654,832
28662,812
28669,793
28677,776
28685,765
28692,758
28700,751
28708,749
28715,748
28723,746
28730,750
28738,755
28746,754
28753,757
28761,764
28769,765
28776,767
28784,770
28792,772
28799,773
28807,776
28814,777
28958,816
28965,819
28973,822
28981,827
28989,834
28996,840
29004,827
29011,871
29019,1011
29027,1150
29034,1155
29042,971
29050,708
29060,749
29067,770
29075,789
29082,801
29090,809
29098,818
29105,826
29113,832
29121,838
29128,842
29136,847
29143,851
29151,855
29159,857
29166,861
29174,864
29182,871
29189,875
29197,882
29205,890
29212,899
29342,801
29350,801
29357,802
29365,800
29373,801
29380,804
29388,804
29396,804
29403,803
29411,802
29418,801
29426,803
29434,803
29441,802
29463,789
29470,785
29478,780
29486,776
29493,777
29501,778
29508,776
29516,776
29524,775
29531,769
29539,763
29549,757
29557,745
29564,735
29572,734
29579,732
29587,733
29595,735
29602,736
29610,737
29618,740
29625,743
29756,782
29763,786
29771,788
29779,789
29786,791
29794,794
29802,795
29809,800
29817,803
29824,809
29832,816
29840,824
29847,833
29855,844
29863,852
29870,858
29878,862
29886,861
29893,856
29901,849
29908,838
29916,826
29924,812
29931,793
29939,776
29947,766
29968,756
29975,760
29983,768
29991,774
29998,781
30006,788
30013,797
30021,803
30029,808
30159,874
30169,884
30176,876
30184,868
30192,865
30199,863
30207,860
30215,855
30222,850
30230,846
30237,843
30245,844
30253,844
30260,842
30268,842
30276,843
30283,843
30291,842
30299,846
30306,828
30314,871
30322,1021
30329,1236
30337,1213
30345,1008
30352,786
30360,766
30367,777
30375,782
30383,783
30390,791
30398,797
30541,904
30549,900
30556,889
30564,878
30572,862
30579,844
30587,823
30595,799
30602,778
30610,761
30618,746
30625,736
30633,731
30640,729
30648,727
30658,727
30666,721
30673,719
30681,722
30689,723
30696,726
30704,731
30712,737
30719,738
30727,740
30734,743
30742,746
30750,750
30757,752
30765,754
30773,755
30780,758
30788,761
30796,762
30925,814
30933,816
30940,816
30948,814
30956,812
30963,813
30971,817
30979,815
30986,810
30994,883
31002,1061
31009,1205
31017,1123
31024,851
31045,766
31053,778
31061,784
31069,794
31076,801
31084,808
31091,814
31099,819
31107,825
31114,831
